tempo,regiao,instituicao,localizacao_geografica,no_episodios_cirurgicos_ambulat_com_procedimentos_ambulatorizaveis,no_episodios_cirurgicos_ambulat_e_intern_com_proced_ambulatorizaveis,cir_ambulatorio_gdh_para_procedimentos_ambulatorizaveis
2023-09,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",1247,1357,91.9
2023-09,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve, EPE","37.0238973, -7.9281554",3291,3853,85.4
2023-09,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",7479,8712,85.8
2023-09,Região de Saúde do Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,"40.297919, -8.7707806",0,0,
2023-09,Região de Saúde do Centro,Hospital Arcebispo João Crisóstomo,"40.3470015, -8.5933462",281,281,100.0
2023-09,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE","38.6554005, -9.0592392",1191,1515,78.6
2023-09,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",0,0,
2023-09,Região de Saúde LVT,"Hospital de Vila Franca de Xira, EPE","38.977235, -8.984506",2055,2309,89.0
2023-09,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",1141,1463,78.0
2023-09,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",3595,4087,88.0
2023-09,Região de Saúde LVT,Instituto Gama Pinto,"38.7218793, -9.144249",3104,3104,100.0
2023-09,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE","38.7396768, -9.1634516",285,858,33.2
2023-09,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",6231,8213,75.9
2023-10,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",2057,2455,83.8
2023-10,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve, EPE","37.0238973, -7.9281554",3877,4473,86.7
2023-10,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",8418,9765,86.2
2023-10,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",760,1088,69.9
2023-10,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE","38.6554005, -9.0592392",1345,1713,78.5
2023-10,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",2787,3380,82.5
2023-10,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",0,0,
2023-10,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",1352,1697,79.7
2023-10,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE","38.7396768, -9.1634516",328,947,34.6
2023-10,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",6830,9062,75.4
2023-10,Região de Saúde Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",1050,1409,74.5
2023-10,Região de Saúde Norte,"Hospital de Braga, EPE","41.56785, -8.398982",11047,11773,93.8
2023-10,Região de Saúde Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",2422,2492,97.2
2023-11,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",5320,5754,92.5
2023-11,Região de Saúde do Centro,"Instituto Português Oncologia de Coimbra, EPE","40.2162514, -8.4103814",121,392,30.9
2023-11,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",3115,3787,82.3
2023-11,Região de Saúde LVT,"Hospital de Vila Franca de Xira, EPE","38.977235, -8.984506",2604,2912,89.4
2023-11,Região de Saúde Norte,"Centro Hospitalar do Médio Ave, EPE","41.3423984, -8.4802503",2319,2727,85.0
2023-11,Região de Saúde Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",2651,2726,97.2
2023-11,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",4285,4667,91.8
2023-12,Região de Saúde do Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",2298,2462,93.3
2023-12,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",1676,1827,91.7
2023-12,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE","38.6554005, -9.0592392",1618,2068,78.2
2023-12,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",6876,7797,88.2
2023-12,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",0,0,
2023-12,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE","38.7396768, -9.1634516",388,1128,34.4
2023-12,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",5919,6546,90.4
2023-12,Região de Saúde Norte,"Hospital da Senhora da Oliveira, Guimarães, EPE","41.4387173, -8.3086907",4037,4807,84.0
2023-12,Região de Saúde Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",5441,5969,91.2
2013-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",80,114,70.2
2013-01,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",241,351,68.7
2013-01,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",53,77,68.8
2013-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",591,712,83.0
2013-01,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",0,0,
2013-01,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",217,302,71.9
2013-01,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",255,345,73.9
2013-02,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",144,216,66.7
2013-02,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve, EPE","37.0238973, -7.9281554",449,561,80.0
2013-02,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",50,142,35.2
2013-02,Região de Saúde do Centro,"Hospital Distrital da Figueira da Foz, EPE","40.117897, -8.8586755",164,249,65.9
2013-02,Região de Saúde do Centro,Hospital Dr. Francisco Zagalo,"40.8571967, -8.6318023",122,145,84.1
2013-02,Região de Saúde do Centro,"Instituto Português Oncologia de Coimbra, EPE","40.2162514, -8.4103814",7,53,13.2
2013-02,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",1148,1420,80.8
2013-02,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",437,730,59.9
2013-02,Região de Saúde Norte,"Centro Hospitalar do Alto Ave, EPE","41.4387173, -8.3086907",504,638,79.0
2013-02,Região de Saúde Norte,"Instituto Português Oncologia do Porto, EPE","41.1785642, -8.6062881",192,240,80.0
2013-03,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",827,1203,68.7
2013-03,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",281,373,75.3
2013-03,Região de Saúde LVT,Centro Hospitalar do Oeste,"39.4054629, -9.1258493",247,439,56.3
2013-03,Região de Saúde LVT,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",523,652,80.2
2013-03,Região de Saúde Norte,"Centro Hospitalar do Médio Ave, EPE","41.3423984, -8.4802503",445,668,66.6
2013-03,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",1478,1845,80.1
2013-03,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",636,950,66.9
2013-03,Região de Saúde Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",273,374,73.0
2013-04,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve, EPE","37.0238973, -7.9281554",975,1216,80.2
2013-04,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE","40.2191523, -8.4098211",2112,2824,74.8
2013-04,Região de Saúde do Centro,Hospital Arcebispo João Crisóstomo,"40.3470015, -8.5933462",234,234,100.0
2013-04,Região de Saúde do Centro,Hospital José Luciano de Castro,"40.4422767, -8.4438729",55,55,100.0
2013-04,Região de Saúde LVT,"Hospital de Loures, PPP","38.821455, -9.176296",782,963,81.2
2013-04,Região de Saúde LVT,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",661,817,80.9
2013-04,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",509,718,70.9
2013-04,Região de Saúde Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",1848,2336,79.1
2013-04,Região de Saúde Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",367,508,72.2
2013-05,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",516,677,76.2
2013-05,Região de Saúde do Centro,Hospital José Luciano de Castro,"40.4422767, -8.4438729",55,55,100.0
2013-05,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",311,476,65.3
2013-05,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",729,1086,67.1
2013-05,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,"38.7569771, -9.1460705",0,0,
2013-05,Região de Saúde LVT,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",804,998,80.6
2013-05,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",1360,2306,59.0
2013-05,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",1136,1642,69.2
2013-06,Região de Saúde do Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,"40.297919, -8.7707806",0,0,
2013-06,Região de Saúde do Centro,"Instituto Português Oncologia de Coimbra, EPE","40.2162514, -8.4103814",17,155,11.0
2013-06,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",1194,1584,75.4
2013-06,Região de Saúde LVT,"Hospital de Vila Franca de Xira, PPP","38.977235, -8.984506",949,1182,80.3
2013-06,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",713,1006,70.9
2013-06,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056, -8.6010558",3467,4599,75.4
2013-06,Região de Saúde Norte,"Hospital de Braga, PPP","41.56785, -8.398982",2640,3193,82.7
2013-06,Região de Saúde Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",0,0,
2013-06,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.1794456, -8.6745115",1279,1719,74.4
2013-06,Região de Saúde Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",934,1289,72.5
2013-07,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",2118,3090,68.5
2013-07,Região de Saúde do Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,"40.297919, -8.7707806",0,0,
2013-07,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE","38.6554005, -9.0592392",696,935,74.4
2013-07,Região de Saúde LVT,Centro Hospitalar do Oeste,"39.4054629, -9.1258493",516,932,55.4
2013-07,Região de Saúde LVT,Instituto Gama Pinto,"38.7218793, -9.144249",1178,1178,100.0
2013-07,Região de Saúde Norte,"Centro Hospitalar do Médio Ave, EPE","41.3423984, -8.4802503",1085,1606,67.6
2013-07,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",5,256,2.0
2013-07,Região de Saúde Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",0,0,
2013-08,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861, -7.9032848",1489,1981,75.2
2013-08,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",224,478,46.9
2013-08,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",2302,3368,68.3
2013-08,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",2659,3155,84.3
2013-08,Região de Saúde do Centro,Hospital Arcebispo João Crisóstomo,"40.3470015, -8.5933462",420,420,100.0
2013-08,Região de Saúde do Centro,"Instituto Português Oncologia de Coimbra, EPE","40.2162514, -8.4103814",19,183,10.4
2013-08,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE","38.5283754, -8.8818638",723,1148,63.0
2013-08,Região de Saúde LVT,Centro Hospitalar do Oeste,"39.4054629, -9.1258493",557,1026,54.3
2013-08,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",1578,2625,60.1
2013-08,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",1158,1704,68.0
2013-08,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",1686,3322,50.8
2013-08,Região de Saúde LVT,Instituto Gama Pinto,"38.7218793, -9.144249",1271,1271,100.0
2013-08,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",16,301,5.3
2013-09,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE","40.516364, -8.0827433",3000,3525,85.1
2013-09,Região de Saúde do Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,"40.297919, -8.7707806",0,0,
2013-09,Região de Saúde do Centro,Hospital Arcebispo João Crisóstomo,"40.3470015, -8.5933462",468,468,100.0
2013-09,Região de Saúde do Centro,Hospital Dr. Francisco Zagalo,"40.8571967, -8.6318023",528,602,87.7
2013-09,Região de Saúde Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",3814,4769,80.0
2013-10,Região de Saúde do Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",813,1033,78.7
2013-10,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE","39.3003425, -7.4263845",529,864,61.2
2013-10,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve, EPE","37.0238973, -7.9281554",2022,2593,78.0
2013-10,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE","40.2804158, -7.4922407",299,610,49.0
2013-10,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, EPE","40.6362453, -8.6543716",2068,2752,75.1
2013-10,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916, -7.2734793",878,1203,73.0
2013-10,Região de Saúde LVT,"Hospital de Loures, PPP","38.821455, -9.176296",2247,2678,83.9
2013-10,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561, -8.264901",2140,3168,67.6
2013-10,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",551,956,57.6
2013-10,Região de Saúde Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",4314,5391,80.0
2013-10,Região de Saúde Norte,"Hospital de Magalhães Lemos, EPE","41.1764649, -8.6649823",0,0,
2013-10,Região de Saúde Norte,"Instituto Português Oncologia do Porto, EPE","41.1785642, -8.6062881",894,1264,70.7
2013-11,Região de Saúde LVT,Centro Hospitalar do Oeste,"39.4054629, -9.1258493",680,1305,52.1
2013-11,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE","38.7500861, -9.1616116",2294,3721,61.7
2013-11,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072, -8.5404429",1705,2432,70.1
2013-11,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257, -9.2264834",2454,4667,52.6
2013-11,Região de Saúde LVT,Instituto Gama Pinto,"38.7218793, -9.144249",1836,1836,100.0
2013-11,Região de Saúde Norte,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","41.3828711, -8.7589945",599,1111,53.9
2013-11,Região de Saúde Norte,"Hospital de Braga, PPP","41.56785, -8.398982",5393,6341,85.0
2013-11,Região de Saúde Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",886,1189,74.5
2013-11,Região de Saúde Norte,"Instituto Português Oncologia do Porto, EPE","41.1785642, -8.6062881",988,1397,70.7
2013-12,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",1102,1448,76.1
2013-12,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE","39.7414812, -8.7982706",3704,5371,69.0
2013-12,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE","39.8212263, -7.4981271",657,993,66.2
2013-12,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE","38.6554005, -9.0592392",1159,1659,69.9
2013-12,Região de Saúde LVT,"Hospital de Cascais, PPP","38.729006, -9.418267",1863,2201,84.6
2013-12,Região de Saúde LVT,"Hospital de Loures, PPP","38.821455, -9.176296",2668,3182,83.8
2013-12,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE","38.7396768, -9.1634516",127,329,38.6
2013-12,Região de Saúde Norte,"Hospital Santa Maria Maior, EPE","41.5324234, -8.6171561",956,1278,74.8
2013-12,Região de Saúde Norte,"Instituto Português Oncologia do Porto, EPE","41.1785642, -8.6062881",1052,1500,70.1
2013-12,Região de Saúde Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",1843,2442,75.5
2014-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",110,132,83.3
2014-01,Região de Saúde do Centro,Hospital Dr. Francisco Zagalo,"40.8571967, -8.6318023",56,67,83.6
2014-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948, -9.1371248",532,647,82.2
2014-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE","38.708454, -9.216985",227,299,75.9
2014-01,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",144,194,74.2
2014-01,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",640,763,83.9
2014-01,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","41.3031784, -7.7515252",405,468,86.5
2014-01,Região de Saúde Norte,"Instituto Português Oncologia do Porto, EPE","41.1785642, -8.6062881",89,104,85.6
2014-01,Região de Saúde Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.7056054, -8.8252713",234,282,83.0
2014-02,Região de Saúde do Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.0162314, -8.6956768",116,153,75.8
2014-02,Região de Saúde LVT,Centro Hospitalar do Oeste,"39.4054629, -9.1258493",222,341,65.1
2014-02,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE","39.2410946, -8.6937515",271,372,72.8
2014-02,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE","41.1472498, -8.6172617",1220,1447,84.3
2014-02,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE","40.9293884, -8.5458794",670,831,80.6
2014-02,Região de Saúde Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","41.1094138, -8.5972617",969,1174,82.5
2014-02,Região de Saúde Norte,"Unidade Local de Saúde do Nordeste, EPE","41.8056532, -6.7888197",356,423,84.2
2014-03,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.014123, -7.8721227",378,437,86.5
